tourney_date,match_date,tourney_name,round,surface,tournament_importance,player,opponent,side,model_type,model_probability,odds,closing_odds,execution_odds_source,closing_odds_source,friction_bps,friction_adjusted_odds,clv,market_probability,market_overround,edge,ev,friction_adjusted_ev,fractional_kelly_25,edge_trust_probability,accepted_by_strategy,won,stake,profit,friction_adjusted_profit
2019-06-10,2019-06-13,Stuttgart,R16,Grass,3,Dustin Brown,Alexander Zverev,player1,top_10,0.2690199662862541,3.88,3.88,AvgW/AvgL,selected,200,3.8224,0.0,0.2436647173489279,1.0577319587628866,0.025355248937326186,0.04379746919066574,0.028301919132577513,0.003801863645023068,,True,True,1.0,2.88,2.8224
2019-06-10,2019-06-13,s Hertogenbosch,R16,Grass,3,Nicolas Jarry,Stefanos Tsitsipas,player2,top_10,0.29403585761801976,4.53,4.53,AvgW/AvgL,selected,200,4.4594000000000005,0.0,0.2094240837696335,1.054083885209713,0.08461177384838625,0.33198243500962965,0.3112235034617974,0.02351150389586612,,True,True,1.0,3.5300000000000002,3.4594000000000005
2019-06-17,2019-06-17,Halle,R32,Grass,3,Robin Haase,Alexander Zverev,player2,top_10,0.20154378494998737,5.2,5.2,AvgW/AvgL,selected,200,5.116,0.0,0.18238993710691823,1.0543766578249336,0.019153847843069144,0.048027681739934325,0.0310980038041353,0.0028587905797579955,,True,False,1.0,-1.0,-1.0
2019-06-17,2019-06-20,Queen's Club,R16,Grass,3,Jeremy Chardy,Stefanos Tsitsipas,player1,top_10,0.2974232134432414,3.65,3.65,AvgW/AvgL,selected,200,3.597,0.0,0.25963488843813387,1.055222602739726,0.03778832500510754,0.08559472906783117,0.06983129875533933,0.008074974440361432,,True,False,1.0,-1.0,-1.0
2019-06-17,2019-06-21,Queen's Club,QF,Grass,3,Felix Auger Aliassime,Stefanos Tsitsipas,player2,top_10,0.5317073750563186,2.3,2.3,AvgW/AvgL,selected,200,2.274,0.0,0.413265306122449,1.0520665593129361,0.1184420689338696,0.2229269626295327,0.2091025708780685,0.0428705697364486,,True,True,1.0,1.2999999999999998,1.274
2019-06-17,2019-06-21,Halle,QF,Grass,3,David Goffin,Alexander Zverev,player1,top_10,0.4434828625467771,2.38,2.38,AvgW/AvgL,selected,200,2.3524,0.0,0.39898989898989906,1.053079459631954,0.04449296355687804,0.05548921286132935,0.04324908585503828,0.010052393634298796,,True,True,1.0,1.38,1.3523999999999998
2019-06-17,2019-06-21,Halle,QF,Grass,3,Karen Khachanov,Matteo Berrettini,player2,top_10,0.4665902325512594,2.24,2.24,AvgW/AvgL,selected,200,2.2152000000000003,0.0,0.42416452442159375,1.0524891774891776,0.042425708129665674,0.04516212091482119,0.03359068314754998,0.009105266313472013,,True,False,1.0,-1.0,-1.0
2019-06-24,2019-06-25,Antalya,R16,Grass,3,Roberto Carballes Baena,Adrian Mannarino,player2,other,0.3058339399356813,3.4,3.4,AvgW/AvgL,selected,200,3.352,0.0,0.2781316348195329,1.0574764256847777,0.027702305116148407,0.03983539578131645,0.025155366664403656,0.004149520393887131,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-01,Wimbledon,R128,Grass,5,Philipp Kohlschreiber,Novak Djokovic,player2,top_10,0.0721607756561089,14.68,14.68,AvgW/AvgL,selected,200,14.4064,0.0,0.06496815286624205,1.0485120478709193,0.007192622789866848,0.059320186631678595,0.03957699841216722,0.001084067738152021,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-01,Wimbledon,R128,Grass,5,Vasek Pospisil,Felix Auger Aliassime,player1,other,0.12467890526827095,10.14,10.14,AvgW/AvgL,selected,200,9.9572,0.0,0.0938337801608579,1.0510002817695125,0.03084512510741305,0.2642440994202676,0.24145279553722754,0.00722768324453686,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-01,Wimbledon,R128,Grass,5,Paolo Lorenzi,Daniil Medvedev,player1,other,0.0762465559530831,19.37,19.37,AvgW/AvgL,selected,200,19.0026,0.0,0.049558390578999016,1.0417252360238605,0.02668816537408409,0.47689578881121997,0.4488828041540571,0.00649014410467093,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-01,Wimbledon,R128,Grass,5,Bradley Klahn,David Goffin,player1,other,0.09957753552901685,12.34,12.34,AvgW/AvgL,selected,200,12.113199999999999,0.0,0.07703814510097233,1.0519110635552549,0.022539390428044523,0.228786788428068,0.2062026033700869,0.005043800450354232,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-01,Wimbledon,R128,Grass,5,Cedrik Marcel Stebe,Reilly Opelka,player1,other,0.17416007397978425,5.92,5.92,AvgW/AvgL,selected,200,5.8216,0.0,0.16147308781869688,1.0461119013750593,0.012686986161087377,0.031027637960322818,0.013890286680712016,0.0015766076199351027,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-01,Wimbledon,R128,Grass,5,Prajnesh Gunneswaran,Milos Raonic,player2,other,0.10191339611211303,11.85,11.85,AvgW/AvgL,selected,200,11.633,0.0,0.08068269976726145,1.04592664719247,0.021230696344851585,0.20767374392853943,0.1855585369722108,0.004785109307109204,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-01,Wimbledon,R128,Grass,5,Peter Gojowczyk,Roberto Bautista Agut,player1,other,0.11538357356480304,9.92,9.92,AvgW/AvgL,selected,200,9.7416,0.0,0.09571558796718324,1.0531874039938556,0.0196679855976198,0.14460504976284616,0.12402062023888516,0.004052832112187392,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-02,Wimbledon,R128,Grass,5,Sam Querrey,Dominic Thiem,player1,top_10,0.46735058154799225,2.23,2.23,AvgW/AvgL,selected,200,2.2054,0.0,0.42673521850899737,1.0508401318277596,0.04061536303899488,0.04219179685202268,0.030694972545942112,0.008575568465858267,,True,True,1.0,1.23,1.2054
2019-07-01,2019-07-02,Wimbledon,R128,Grass,5,Hugo Dellien,John Millman,player1,other,0.13243815541677706,9.17,9.17,AvgW/AvgL,selected,200,9.0066,0.0,0.10361681329423265,1.0524474805045163,0.028821342122544405,0.21445788517184572,0.19281749057674435,0.00656235878738818,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-02,Wimbledon,R128,Grass,5,Federico Delbonis,Daniel Evans,player1,other,0.13378442320605022,8.98,8.98,AvgW/AvgL,selected,200,8.8204,0.0,0.10646766169154229,1.0459380138625813,0.02731676151450793,0.20138412039033093,0.18003212644664524,0.006309026328017886,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-02,Wimbledon,R128,Grass,5,Yuichi Sugita,Rafael Nadal,player2,top_10,0.07948987137220864,13.52,13.52,AvgW/AvgL,selected,200,13.269599999999999,0.0,0.07079037800687285,1.0448382834491872,0.008699493365335792,0.07470306095226076,0.05479879716065972,0.0014916745397815646,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-02,Wimbledon,R128,Grass,5,Thiago Monteiro,Kei Nishikori,player1,top_10,0.10175930768635359,10.21,10.21,AvgW/AvgL,selected,200,10.0258,0.0,0.09325044404973358,1.0503241453290424,0.008508863636620012,0.03896253147767026,0.02021846700184382,0.0010576148609573901,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-02,Wimbledon,R128,Grass,5,Casper Ruud,John Isner,player2,other,0.27359696062865857,3.9,3.9,AvgW/AvgL,selected,200,3.842,0.0,0.24418604651162792,1.05006105006105,0.029410914117030645,0.06702814645176836,0.05115952273530622,0.00577828848722141,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-02,Wimbledon,R128,Grass,5,Lloyd Harris,Roger Federer,player2,top_10,0.05262891007151904,20.67,20.67,AvgW/AvgL,selected,200,20.276600000000002,0.0,0.04658671586715867,1.0384783035633025,0.00604219420436037,0.08783957117829877,0.06713535795616321,0.001116415495402882,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-03,Wimbledon,R64,Grass,5,Denis Kudla,Novak Djokovic,player1,top_10,0.06008983476085467,22.28,22.28,AvgW/AvgL,selected,200,21.854400000000002,0.0,0.043366251610133105,1.0349823133121212,0.016723583150721567,0.33880151847184226,0.3132272847976225,0.003980280997084613,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-03,Wimbledon,R64,Grass,5,Corentin Moutet,Felix Auger Aliassime,player1,other,0.19077609732486625,5.4,5.4,AvgW/AvgL,selected,200,5.312,0.0,0.1768292682926829,1.0472541507024267,0.013946829032183361,0.030190925554277825,0.01340262898968958,0.001715393497402149,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-03,Wimbledon,R64,Grass,5,Robin Haase,Milos Raonic,player2,other,0.140741357532836,7.43,7.43,AvgW/AvgL,selected,200,7.301399999999999,0.0,0.1279342723004695,1.0520206946793929,0.01280708523236651,0.045708286468971515,0.027608947890248703,0.0017771495516707434,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-03,Wimbledon,R64,Grass,5,Feliciano Lopez,Karen Khachanov,player2,top_10,0.5617503996454027,2.04,2.04,AvgW/AvgL,selected,200,2.0192,0.0,0.4659685863874345,1.0519938312403614,0.09578181325796825,0.1459708152766216,0.1342864069639973,0.03508913828764942,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-03,Wimbledon,R64,Grass,5,Steve Darcis,Roberto Bautista Agut,player2,other,0.09629263330237026,10.98,10.98,AvgW/AvgL,selected,200,10.7804,0.0,0.08652246256239601,1.052613142777077,0.009770170739974243,0.05729311366002543,0.03807310405287234,0.001435198237976589,,True,False,1.0,-1.0,-1.0
2019-07-01,2019-07-04,Wimbledon,R64,Grass,5,Joao Sousa,Marin Cilic,player1,other,0.16948009964467076,6.58,6.58,AvgW/AvgL,selected,200,6.4684,0.0,0.1443433029908973,1.0528765847914783,0.02513679665377347,0.11517905566193365,0.09626507654158833,0.005160351956179823,,True,True,1.0,5.58,5.4684
