bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly,edge_threshold,model_type,max_odds,exclude_slams,surface,min_edge_trust
121,60,0.49586776859504134,121.0,10.65,0.08801652892561984,9.217,0.07617355371900827,-9.36,2.677190082644628,0.5075998954372767,0.07212896499564099,0.010034868801141327,0.5289256198347108,0.028872176690125595,0.01,,5.0,True,Grass,
107,43,0.40186915887850466,107.0,9.61,0.08981308411214953,8.137799999999999,0.07605420560747662,-14.4,3.2209345794392528,0.3878522282493232,0.04430676884348408,0.018447655648448205,0.6635514018691588,0.012389394970797597,0.03,other,10.0,True,Clay,
107,43,0.40186915887850466,107.0,9.61,0.08981308411214953,8.137799999999999,0.07605420560747662,-14.4,3.2209345794392528,0.3878522282493232,0.04430676884348408,0.018447655648448205,0.6635514018691588,0.012389394970797597,0.03,other,,True,Clay,
92,42,0.45652173913043476,92.0,8.119999999999997,0.08826086956521736,6.957599999999998,0.07562608695652172,-9.36,3.5438043478260868,0.46391049012598023,0.08589050645696797,0.009457907054642159,0.5434782608695652,0.035571415825224856,0.03,top_10,,True,Grass,
44,22,0.5,44.0,3.809999999999999,0.08659090909090907,3.293799999999999,0.07485909090909089,-7.0,2.4268181818181813,0.47214080551036963,0.06027377580032951,0.010149447952073738,0.5681818181818182,0.01945332553651201,0.05,other,3.0,True,Hard,
99,66,0.6666666666666666,99.0,8.22,0.08303030303030304,7.3956000000000035,0.07470303030303034,-8.59,1.7966666666666664,0.6845483284678026,0.09531647488829532,0.0012503103686553388,0.43434343434343436,0.05840577734139946,0.03,,3.0,False,Grass,
263,127,0.4828897338403042,263.0,22.18,0.08433460076045628,19.016399999999997,0.07230570342205322,-18.370000000000005,3.163269961977186,0.5002088448715624,0.07330606475867234,0.0026272093089248745,0.4524714828897338,0.03332450604879995,0.01,,10.0,False,Grass,
105,38,0.3619047619047619,105.0,8.849999999999998,0.08428571428571427,7.333000000000002,0.06983809523809525,-16.14,3.9306666666666663,0.42696605077937144,0.10935360790808533,-0.0008257053694528042,0.44761904761904764,0.04746639625300828,0.1,top_10,10.0,False,Grass,
232,106,0.45689655172413796,232.0,18.900000000000002,0.08146551724137932,16.002000000000002,0.06897413793103449,-19.850000000000005,3.29125,0.4844871343499579,0.07765436804354134,0.003691682250819295,0.4827586206896552,0.0358668038192534,0.02,,10.0,False,Grass,
198,100,0.5050505050505051,198.0,15.900000000000004,0.08030303030303032,13.621999999999998,0.06879797979797979,-11.820000000000004,2.6947979797979795,0.5340912617250153,0.08248123261791591,0.004254692040695155,0.4898989898989899,0.039882427320742986,0.02,,5.0,False,Grass,
117,45,0.38461538461538464,117.0,9.050000000000002,0.07735042735042737,7.4289999999999985,0.06349572649572648,-14.899999999999999,3.3216239316239315,0.383068908638634,0.043021676462513356,0.019987780378500217,0.6581196581196581,0.011929266371639024,0.03,other,10.0,False,Clay,
108,39,0.3611111111111111,108.0,7.519999999999998,0.06962962962962961,5.989600000000002,0.05545925925925928,-16.14,3.9387962962962964,0.42602872457207513,0.10879580376043331,0.0011560570445322549,0.46296296296296297,0.047244305937193684,0.1,,10.0,False,Grass,
104,43,0.41346153846153844,104.0,7.050000000000002,0.06778846153846155,5.688999999999997,0.05470192307692305,-12.5,2.9147115384615385,0.4102323693745093,0.046011425436151006,0.016964839214096677,0.6442307692307693,0.013011849778619793,0.03,other,5.0,False,Clay,
134,59,0.44029850746268656,134.0,8.989999999999998,0.06708955223880596,7.3102,0.05455373134328358,-13.329999999999998,2.97089552238806,0.4956721687668235,0.09808148437262627,0.0033809609857318244,0.47761194029850745,0.04547554105641277,0.05,,5.0,False,Grass,
118,45,0.3813559322033898,118.0,8.050000000000002,0.06822033898305087,6.4289999999999985,0.054483050847457616,-14.999999999999998,3.3866949152542376,0.380750529422358,0.04284660489636895,0.019542614641351052,0.652542372881356,0.011871497540586702,0.03,other,,False,Clay,
99,45,0.45454545454545453,99.0,6.460000000000001,0.06525252525252526,5.2508,0.053038383838383836,-9.36,3.4514141414141406,0.4747355398654604,0.08330051641224327,0.010411804180382067,0.5454545454545454,0.034520116617118984,0.02,top_10,,True,Grass,
107,48,0.4485981308411215,107.0,6.880000000000001,0.06429906542056076,5.562399999999999,0.05198504672897196,-12.21,3.5204672897196256,0.45503403434645484,0.07948911478165425,0.011561810371101698,0.5514018691588785,0.03194058099523802,0.03,,,True,Grass,
132,54,0.4090909090909091,132.0,8.349999999999998,0.06325757575757573,6.623,0.05017424242424243,-13.110000000000003,2.894090909090909,0.40886148761313496,0.042068759679246226,0.01581405061229684,0.6363636363636364,0.011092924089699873,0.02,other,5.0,True,Clay,
191,83,0.43455497382198954,191.0,11.660000000000002,0.061047120418848175,9.2668,0.048517277486910995,-14.580000000000002,4.6817277486911,0.45750597877735877,0.0856975558158284,0.011997775998503143,0.4869109947643979,0.04011415368379219,0.03,top_10,,False,Grass,
10,5,0.5,10.0,0.5899999999999999,0.05899999999999998,0.47819999999999974,0.047819999999999974,-2.27,2.4069999999999996,0.4891823677783953,0.08360318184301785,-0.0023310176156307815,0.3,0.028696338684529116,0.1,other,3.0,False,Hard,
43,17,0.3953488372093023,43.0,2.619999999999999,0.060930232558139515,2.0475999999999983,0.04761860465116275,-6.6,2.9537209302325578,0.41870924449283126,0.061970010606525426,0.011712294853911143,0.6046511627906976,0.020492880450950778,0.05,other,5.0,False,Clay,
