tourney_date,match_date,tourney_name,round,surface,tournament_importance,player,opponent,side,model_type,model_probability,odds,closing_odds,clv,market_probability,edge,ev,won,stake,profit,friction_bps,friction_adjusted_odds,friction_adjusted_profit,friction_adjusted_ev
2022-06-13,2022-06-17,Halle,QF,Grass,3,Hubert Hurkacz,Felix Auger Aliassime,player2,top_10,0.4230354369773942,2.5,2.51,-0.0039840637450198,0.3796526054590571,0.0433828315183371,0.0575885924434854,True,1.0,1.5,200.0,2.4699999999999998,1.4699999999999998,0.04489752933416358
2022-06-13,2022-06-17,Halle,QF,Grass,3,Roberto Bautista Agut,Daniil Medvedev,player1,top_10,0.3244695939517734,3.4,3.37,0.0089020771513352,0.281183932346723,0.0432856616050503,0.1031966194360295,False,1.0,-1.0,200.0,3.352,-1.0,0.08762207892634444
2022-06-13,2022-06-18,Queen's Club,SF,Grass,3,Botic Van De Zandschulp,Matteo Berrettini,player2,top_10,0.3149716586570406,3.75,3.52,0.0653409090909091,0.2544731610337972,0.0604984976232433,0.1811437199639021,False,1.0,-1.0,200.0,3.695,-1.0,0.16382027873776484
2022-06-13,2022-06-19,Queen's Club,F,Grass,3,Filip Krajinovic,Matteo Berrettini,player1,top_10,0.2419030988547253,5.0,4.95,0.0101010101010101,0.1883116883116883,0.053591410543037,0.2095154942736266,False,1.0,-1.0,200.0,4.92,-1.0,0.1901632463652484
2022-06-13,2022-06-19,Halle,F,Grass,3,Hubert Hurkacz,Daniil Medvedev,player2,top_10,0.3890720014695428,3.0,2.78,0.0791366906474821,0.3181818181818181,0.0708901832877246,0.1672160044086283,True,1.0,2.0,200.0,2.96,1.96,0.15165312434984668
2022-06-20,2022-06-22,Mallorca,R16,Grass,3,Ilya Ivashka,Stefanos Tsitsipas,player2,top_10,0.3932528056476828,2.62,2.47,0.0607287449392712,0.3640776699029127,0.0291751357447701,0.030322350796929,False,1.0,-1.0,200.0,2.5876,-1.0,0.017580959893943926
2022-06-20,2022-06-24,Mallorca,SF,Grass,3,Benjamin Bonzi,Stefanos Tsitsipas,player2,top_10,0.4314309248515993,2.75,2.67,0.0299625468164794,0.3436754176610979,0.0877555071905014,0.1864350433418979,False,1.0,-1.0,200.0,2.715,-1.0,0.171334960972092
2022-06-20,2022-06-25,Mallorca,F,Grass,3,Stefanos Tsitsipas,Roberto Bautista Agut,player1,top_10,0.6278903979302002,1.66,1.68,-0.0119047619047618,0.5699481865284974,0.0579422114017027,0.0422980605641322,True,1.0,0.6599999999999999,200.0,1.6467999999999998,0.6467999999999998,0.034009907311453536
2022-06-27,2022-06-27,Wimbledon,R128,Grass,5,Alejandro Davidovich Fokina,Hubert Hurkacz,player2,top_10,0.2014917225823574,5.5,6.28,-0.124203821656051,0.1716867469879518,0.0298049755944056,0.108204474202966,True,1.0,4.5,200.0,5.41,4.41,0.09007021917055347
2022-06-27,2022-06-28,Wimbledon,R128,Grass,5,Felix Auger Aliassime,Maxime Cressy,player2,top_10,0.8596907017211849,1.3,1.31,-0.0076335877862595,0.7291666666666667,0.1305240350545181,0.1175979122375404,False,1.0,-1.0,200.0,1.294,-1.0,0.11243976802721328
2022-06-27,2022-06-29,Wimbledon,R64,Grass,5,Thanasi Kokkinakis,Novak Djokovic,player2,top_10,0.1168752698491583,17.0,15.05,0.1295681063122922,0.0566037735849056,0.0602714962642526,0.9868795874356912,False,1.0,-1.0,200.0,16.68,-1.0,0.9494795010839604
2022-06-27,2022-06-29,Wimbledon,R64,Grass,5,Tallon Griekspoor,Carlos Alcaraz,player2,top_10,0.6427198713789392,3.4,3.64,-0.065934065934066,0.281183932346723,0.3615359390322161,1.1852475626883932,False,1.0,-1.0,200.0,3.352,-1.0,1.1543970088622038
2022-06-27,2022-06-30,Wimbledon,R64,Grass,5,Ricardas Berankis,Rafael Nadal,player1,top_10,0.0713408225869283,15.0,11.61,0.2919896640826873,0.0642545227698066,0.0070862998171216,0.0701123388039246,False,1.0,-1.0,200.0,14.719999999999999,-1.0,0.05013690847958441
2022-06-27,2022-07-01,Wimbledon,R32,Grass,5,Oscar Otte,Carlos Alcaraz,player2,top_10,0.5819964284984345,3.4,3.5,-0.0285714285714285,0.281183932346723,0.3008124961517114,0.9787878568946772,False,1.0,-1.0,200.0,3.352,-1.0,0.9508520283267523
2022-06-27,2022-07-02,Wimbledon,R32,Grass,5,Lorenzo Sonego,Rafael Nadal,player1,top_10,0.2462543068790795,5.0,5.15,-0.0291262135922331,0.1883116883116883,0.0579426185673912,0.2312715343953977,False,1.0,-1.0,200.0,4.92,-1.0,0.21157118984507106
2022-06-27,2022-07-05,Wimbledon,QF,Grass,5,Novak Djokovic,Jannik Sinner,player2,top_10,0.9443575174435528,1.11,1.11,0.0,0.8541392904073586,0.0902182270361942,0.0482368443623436,True,1.0,0.1100000000000001,200.0,1.1078000000000001,0.10780000000000012,0.04615925782396789
2022-06-27,2022-07-10,Wimbledon,F,Grass,5,Nick Kyrgios,Novak Djokovic,player2,top_10,0.3550249195220318,3.75,3.81,-0.0157480314960629,0.2544731610337972,0.1005517584882346,0.3313434482076194,False,1.0,-1.0,200.0,3.695,-1.0,0.31181707763390754
2022-07-18,2022-07-19,Hamburg,R32,Clay,3,Emil Ruusuvuori,Diego Schwartzman,player2,other,0.326273767951696,3.2,2.99,0.0702341137123745,0.2982456140350877,0.0280281539166083,0.0440760574454274,True,1.0,2.2,200.0,3.156,2.156,0.029720011655552603
2022-07-18,2022-07-21,Hamburg,R16,Clay,3,Andrey Rublev,Francisco Cerundolo,player1,top_10,0.7510537323272105,1.4,1.39,0.0071942446043165,0.6818181818181818,0.0692355505090287,0.0514752252580946,False,1.0,-1.0,200.0,1.392,-1.0,0.045466795399476956
2022-07-18,2022-07-21,Hamburg,R16,Clay,3,Filip Krajinovic,Carlos Alcaraz,player1,top_10,0.2496586329652492,4.5,4.5,0.0,0.2105263157894736,0.0391323171757755,0.1234638483436214,False,1.0,-1.0,200.0,4.43,-1.0,0.10598774403605393
2022-07-18,2022-07-22,Hamburg,QF,Clay,3,Karen Khachanov,Carlos Alcaraz,player2,top_10,0.250253047471919,5.0,5.23,-0.0439770554493308,0.1883116883116883,0.0619413591602307,0.251265237359595,False,1.0,-1.0,200.0,4.92,-1.0,0.23124499356184147
2022-07-25,2022-07-29,Umag,QF,Clay,3,Jannik Sinner,Roberto Carballes Baena,player1,top_10,0.9436696358804366,1.16,1.15,0.0086956521739129,0.8116883116883117,0.1319813241921249,0.0946567776213063,True,1.0,0.1599999999999999,200.0,1.1567999999999998,0.15679999999999983,0.09163703478648891
2022-07-25,2022-07-29,Umag,QF,Clay,3,Carlos Alcaraz,Facundo Bagnis,player1,top_10,0.98,1.07,1.05,0.0190476190476189,0.893743793445879,0.086256206554121,0.0486,True,1.0,0.07,200.0,1.0686,0.0686,0.04722799999999998
2022-07-25,2022-07-31,Umag,F,Clay,3,Carlos Alcaraz,Jannik Sinner,player1,top_10,0.6437975877857267,1.61,1.61,0.0,0.588235294117647,0.0555622936680797,0.03651411633502,False,1.0,-1.0,200.0,1.5978,-1.0,0.028659785764034218
2022-08-01,2022-08-04,Washington,R32,Hard,3,Tommy Paul,Nick Kyrgios,player1,other,0.3588514655048821,3.0,2.94,0.0204081632653061,0.3181818181818181,0.040669647323064,0.0765543965146465,False,1.0,-1.0,200.0,2.96,-1.0,0.06220033789445101
2022-08-01,2022-08-04,Washington,R16,Hard,3,Daniel Evans,Taylor Fritz,player1,other,0.2970623044237003,3.5,3.47,0.0086455331412103,0.2708333333333333,0.0262289710903669,0.0397180654829513,True,1.0,2.5,200.0,3.45,2.45,0.02486495026176605
2022-08-01,2022-08-05,Washington,R16,Hard,3,Maxime Cressy,Andrey Rublev,player2,top_10,0.4815729971839372,2.75,2.82,-0.0248226950354609,0.3436754176610979,0.1378975795228393,0.3243257422558273,False,1.0,-1.0,200.0,2.715,-1.0,0.3074706873543894
2022-08-01,2022-08-05,Los Cabos,QF,Hard,3,Steve Johnson,Felix Auger Aliassime,player1,top_10,0.2968468397071208,4.0,4.02,-0.0049751243781093,0.238095238095238,0.0587516016118827,0.1873873588284833,False,1.0,-1.0,200.0,3.94,-1.0,0.16957654844605585
2022-08-01,2022-08-05,Los Cabos,QF,Hard,3,Ricardas Berankis,Daniil Medvedev,player1,top_10,0.2508336868177462,8.0,7.63,0.0484927916120576,0.118942731277533,0.1318909555402132,1.00666949454197,False,1.0,-1.0,200.0,7.859999999999999,-1.0,0.971552778387485
2022-08-01,2022-08-06,Los Cabos,SF,Hard,3,Felix Auger Aliassime,Cameron Norrie,player1,top_10,0.6221405673402891,1.8,1.79,0.0055865921787709,0.5263157894736842,0.0958247778666049,0.1198530212125204,False,1.0,-1.0,200.0,1.784,-1.0,0.10989877213507576
2022-08-01,2022-08-07,Washington,SF,Hard,3,Mikael Ymer,Nick Kyrgios,player1,other,0.2307964840518453,5.0,4.74,0.0548523206751054,0.1883116883116883,0.042484795740157,0.1539824202592266,False,1.0,-1.0,200.0,4.92,-1.0,0.13551870153507883
2022-08-01,2022-08-07,Washington,SF,Hard,3,Andrey Rublev,Yoshihito Nishioka,player1,top_10,0.8727903358520692,1.2,1.18,0.0169491525423728,0.7894736842105263,0.0833166516415429,0.047348403022483,False,1.0,-1.0,200.0,1.196,-1.0,0.04385724167907476
2022-08-08,2022-08-10,Canada Masters,R32,Hard,4,Alex Molcan,Casper Ruud,player2,top_10,0.3051951955760157,3.4,3.39,0.0029498525073745,0.281183932346723,0.0240112632292926,0.0376636649584534,False,1.0,-1.0,200.0,3.352,-1.0,0.023014295570804588
2022-08-08,2022-08-10,Canada Masters,R32,Hard,4,Hubert Hurkacz,Emil Ruusuvuori,player2,top_10,0.740780142577508,1.53,1.58,-0.0316455696202532,0.6203473945409429,0.1204327480365651,0.1333936181435873,True,1.0,0.53,200.0,1.5194,0.5194000000000001,0.12554134863226574
2022-08-08,2022-08-11,Canada Masters,R32,Hard,4,Andrey Rublev,Daniel Evans,player2,top_10,0.8249502947350075,1.33,1.35,-0.0148148148148148,0.7188160676532769,0.1061342270817305,0.09718389199756,False,1.0,-1.0,200.0,1.3234000000000001,-1.0,0.091739220052309
2022-08-08,2022-08-11,Canada Masters,R32,Hard,4,Felix Auger Aliassime,Yoshihito Nishioka,player1,top_10,0.8093785491068292,1.33,1.33,0.0,0.7188160676532769,0.0905624814535522,0.0764734703120828,True,1.0,0.33,200.0,1.3234000000000001,0.32340000000000013,0.07113157188797781
2022-08-08,2022-08-11,Canada Masters,R16,Hard,4,Felix Auger Aliassime,Cameron Norrie,player1,top_10,0.6061648144159804,1.72,1.78,-0.0337078651685394,0.549738219895288,0.0564265945206923,0.0426034807954862,True,1.0,0.72,200.0,1.7056,0.7056,0.033874707467896115
2022-08-08,2022-08-11,Canada Masters,R16,Hard,4,Alex De Minaur,Nick Kyrgios,player1,other,0.3594767069617516,3.0,2.93,0.023890784982935,0.3181818181818181,0.0412948887799335,0.078430120885255,False,1.0,-1.0,200.0,2.96,-1.0,0.06405105260678468
2022-08-08,2022-08-12,Canada Masters,QF,Hard,4,Hubert Hurkacz,Nick Kyrgios,player2,top_10,0.35891957876689,3.5,3.27,0.0703363914373089,0.2708333333333333,0.0880862454335567,0.2562185256841153,True,1.0,2.5,200.0,3.45,2.45,0.23827254674577059
2022-08-08,2022-08-14,Canada Masters,F,Hard,4,Pablo Carreno Busta,Hubert Hurkacz,player2,top_10,0.4641867216000939,2.37,2.3,0.0304347826086957,0.398477157360406,0.0657095642396878,0.1001225301922226,True,1.0,1.37,200.0,2.3426,1.3426,0.08740381402038
2022-08-15,2022-08-15,Cincinnati Masters,R64,Hard,4,Holger Rune,Cameron Norrie,player1,other,0.2790532411800285,4.0,3.94,0.015228426395939,0.238095238095238,0.0409580030847904,0.1162129647201142,False,1.0,-1.0,200.0,3.94,-1.0,0.09946977024931225
2022-08-15,2022-08-17,Cincinnati Masters,R32,Hard,4,Felix Auger Aliassime,Alex De Minaur,player1,top_10,0.5995277618832519,1.72,1.71,0.0058479532163742,0.549738219895288,0.0497895419879638,0.0311877504391931,True,1.0,0.72,200.0,1.7056,0.7056,0.02255455066807438
2022-08-15,2022-08-17,Cincinnati Masters,R32,Hard,4,Mackenzie Mcdonald,Carlos Alcaraz,player1,top_10,0.1863078013359691,6.0,6.28,-0.0445859872611464,0.1573033707865168,0.0290044305494522,0.1178468080158148,False,1.0,-1.0,200.0,5.9,-1.0,0.09921602788221784
2022-08-15,2022-08-17,Cincinnati Masters,R32,Hard,4,Hubert Hurkacz,John Isner,player2,top_10,0.8218677597784678,1.5,1.45,0.0344827586206897,0.6359223300970874,0.1859454296813804,0.2328016396677017,False,1.0,-1.0,200.0,1.49,-1.0,0.22458296206991707
2022-08-15,2022-08-18,Cincinnati Masters,R16,Hard,4,Diego Schwartzman,Stefanos Tsitsipas,player2,top_10,0.3085082673753254,3.75,3.83,-0.02088772845953,0.2544731610337972,0.0540351063415281,0.1569060026574704,False,1.0,-1.0,200.0,3.695,-1.0,0.1399380479518273
2022-08-15,2022-08-18,Cincinnati Masters,R16,Hard,4,Denis Shapovalov,Daniil Medvedev,player2,top_10,0.2485929955088078,4.33,4.23,0.023640661938534,0.2198198198198198,0.028773175688988,0.0764076705531381,False,1.0,-1.0,200.0,4.2634,-1.0,0.05985137705225119
2022-08-15,2022-08-19,Cincinnati Masters,QF,Hard,4,Stefanos Tsitsipas,John Isner,player2,top_10,0.7727659460215206,1.36,1.31,0.0381679389312976,0.7017543859649122,0.0710115600566083,0.050961686589268,True,1.0,0.3600000000000001,200.0,1.3528000000000002,0.3528000000000002,0.045397771777913265
2022-08-15,2022-08-20,Cincinnati Masters,QF,Hard,4,Carlos Alcaraz,Cameron Norrie,player1,top_10,0.8004349233298833,1.3,1.3,0.0,0.7291666666666667,0.0712682566632165,0.0405654003288483,False,1.0,-1.0,200.0,1.294,-1.0,0.03576279078886904
2022-08-29,2022-08-29,Us Open,R128,Hard,5,Kyle Edmund,Casper Ruud,player1,top_10,0.1440454408169665,9.0,9.99,-0.099099099099099,0.1062562065541211,0.0377892342628453,0.2964089673526989,False,1.0,-1.0,200.0,8.84,-1.0,0.27336169682198364
2022-08-29,2022-09-04,Us Open,R16,Hard,5,Karen Khachanov,Pablo Carreno Busta,player1,other,0.3827019263850963,2.75,2.73,0.0073260073260073,0.3436754176610979,0.0390265087239984,0.0524302975590149,True,1.0,1.75,200.0,2.715,1.7149999999999999,0.03903573013553652
2022-08-29,2022-09-04,Us Open,R16,Hard,5,Corentin Moutet,Casper Ruud,player1,top_10,0.2144392234397632,5.0,5.23,-0.0439770554493308,0.1883116883116883,0.0261275351280749,0.072196117198816,False,1.0,-1.0,200.0,4.92,-1.0,0.05504097932363494
2022-08-29,2022-09-05,Us Open,R16,Hard,5,Daniil Medvedev,Nick Kyrgios,player2,top_10,0.7257519753287293,1.53,1.53,0.0,0.6203473945409429,0.1054045807877863,0.1104005222529557,False,1.0,-1.0,200.0,1.5194,-1.0,0.10270755131447129
2022-08-29,2022-09-06,Us Open,R16,Hard,5,Marin Cilic,Carlos Alcaraz,player2,top_10,0.267740581256117,4.5,4.68,-0.0384615384615384,0.2105263157894736,0.0572142654666433,0.2048326156525265,False,1.0,-1.0,200.0,4.43,-1.0,0.18609077496459825
2022-09-19,2022-09-22,Metz,R16,Hard,3,Dominic Thiem,Hubert Hurkacz,player2,top_10,0.4832955958962829,3.0,2.98,0.0067114093959732,0.3181818181818181,0.1651137777144647,0.4498867876888487,False,1.0,-1.0,200.0,2.96,-1.0,0.4305549638529974
2022-09-19,2022-09-22,Metz,R16,Hard,3,Stan Wawrinka,Daniil Medvedev,player2,top_10,0.242996669852525,6.0,6.0,0.0,0.1573033707865168,0.0856932990660081,0.4579800191151499,True,1.0,5.0,200.0,5.9,4.9,0.43368035212989753
2022-09-19,2022-09-23,Metz,QF,Hard,3,Arthur Rinderknech,Hubert Hurkacz,player2,top_10,0.2754314448692684,4.33,4.02,0.0771144278606965,0.2198198198198198,0.0556116250494486,0.1926181562839322,False,1.0,-1.0,200.0,4.2634,-1.0,0.17427442205563892
2022-09-26,2022-09-29,Tel Aviv,R16,Hard,3,Pablo Andujar,Novak Djokovic,player1,top_10,0.0985785150930249,15.0,12.64,0.1867088607594935,0.0642545227698066,0.0343239923232183,0.4786777263953745,False,1.0,-1.0,200.0,14.719999999999999,-1.0,0.45107574216932655
2022-09-26,2022-09-29,Seoul,R16,Hard,3,Nicolas Jarry,Casper Ruud,player1,top_10,0.295865739696305,5.0,4.93,0.0141987829614604,0.1883116883116883,0.1075540513846166,0.4793286984815248,False,1.0,-1.0,200.0,4.92,-1.0,0.4556594393058204
2022-09-26,2022-09-29,Sofia,R16,Hard,3,Marc Andrea Huesler,Pablo Carreno Busta,player1,other,0.3004849838127243,3.75,3.7,0.0135135135135133,0.2544731610337972,0.0460118227789271,0.1268186892977163,True,1.0,2.75,200.0,3.695,2.695,0.11029201518801635
2022-09-26,2022-09-30,Tel Aviv,QF,Hard,3,Novak Djokovic,Vasek Pospisil,player1,top_10,0.98,1.06,1.05,0.0095238095238094,0.9041591320072332,0.0758408679927666,0.0388,True,1.0,0.06,200.0,1.0588,0.05879999999999996,0.03762399999999994
2022-09-26,2022-09-30,Seoul,QF,Hard,3,Yoshihito Nishioka,Casper Ruud,player2,top_10,0.2470879249083744,4.33,3.82,0.1335078534031415,0.2198198198198198,0.0272681050885545,0.0698907148532611,True,1.0,3.33,200.0,4.2634,3.2634,0.05343465905436329
2022-10-03,2022-10-03,Astana,R32,Hard,3,Hubert Hurkacz,Francisco Cerundolo,player1,top_10,0.9295514957642128,1.22,1.22,0.0,0.7801801801801801,0.1493713155840327,0.1340528248323396,True,1.0,0.2199999999999999,200.0,1.2156,0.2156,0.1299627982509771
2022-10-03,2022-10-03,Astana,R32,Hard,3,Andrey Rublev,Laslo Djere,player2,top_10,0.824727427708873,1.28,1.28,0.0,0.7455268389662029,0.0792005887426701,0.0556511074673574,True,1.0,0.28,200.0,1.2744,0.2744,0.051032633872187705
2022-10-03,2022-10-04,Astana,R32,Hard,3,Stefanos Tsitsipas,Mikhail Kukushkin,player1,top_10,0.9647642870073986,1.1,1.08,0.0185185185185186,0.8641975308641975,0.1005667561432011,0.0612407157081385,True,1.0,0.1,200.0,1.098,0.09800000000000009,0.05931118713412373
2022-10-03,2022-10-06,Astana,R16,Hard,3,Emil Ruusuvuori,Daniil Medvedev,player1,top_10,0.2793211516386505,5.0,4.43,0.1286681715575621,0.1883116883116883,0.0910094633269622,0.3966057581932525,False,1.0,-1.0,200.0,4.92,-1.0,0.37426006606216045
2022-10-03,2022-10-06,Astana,R16,Hard,3,Botic Van De Zandschulp,Novak Djokovic,player1,top_10,0.1329444469933253,8.0,7.24,0.1049723756906078,0.118942731277533,0.0140017157157922,0.0635555759466026,False,1.0,-1.0,200.0,7.859999999999999,-1.0,0.044943353367536854
2022-10-03,2022-10-06,Astana,R16,Hard,3,Hubert Hurkacz,Alexander Bublik,player1,top_10,0.6895770060850682,1.57,1.56,0.0064102564102563,0.6015228426395939,0.0880541634454743,0.0826358995535571,True,1.0,0.5700000000000001,200.0,1.5586000000000002,0.5586000000000002,0.07477472168418747
2022-10-03,2022-10-07,Astana,QF,Hard,3,Daniil Medvedev,Roberto Bautista Agut,player2,top_10,0.7401136903500054,1.4,1.39,0.0071942446043165,0.6818181818181818,0.0582955085318236,0.0361591664900075,True,1.0,0.3999999999999999,200.0,1.392,0.3919999999999999,0.030238256967207444
2022-10-03,2022-10-07,Astana,QF,Hard,3,Novak Djokovic,Karen Khachanov,player2,top_10,0.98,1.12,1.12,0.0,0.8426966292134831,0.1373033707865169,0.0976,True,1.0,0.1200000000000001,200.0,1.1176000000000001,0.11760000000000015,0.09524800000000012
2022-10-03,2022-10-07,Astana,QF,Hard,3,Hubert Hurkacz,Stefanos Tsitsipas,player2,top_10,0.5410420285633412,2.1,2.09,0.0047846889952154,0.450261780104712,0.0907802484586291,0.1361882599830165,False,1.0,-1.0,200.0,2.0780000000000003,-1.0,0.12428533535462305
2022-10-03,2022-10-07,Astana,QF,Hard,3,Adrian Mannarino,Andrey Rublev,player2,top_10,0.2460959918669401,4.33,4.02,0.0771144278606965,0.2198198198198198,0.0262761720471202,0.0655956447838506,False,1.0,-1.0,200.0,4.2634,-1.0,0.04920565172551239
2022-10-03,2022-10-08,Astana,SF,Hard,3,Daniil Medvedev,Novak Djokovic,player2,top_10,0.4171672941234871,2.62,2.5,0.048,0.3640776699029127,0.0530896242205743,0.0929783106035362,False,1.0,-1.0,200.0,2.5876,-1.0,0.07946209027393525
2022-10-03,2022-10-09,Astana,F,Hard,3,Novak Djokovic,Stefanos Tsitsipas,player2,top_10,0.871022994615041,1.25,1.25,0.0,0.7619047619047619,0.1091182327102791,0.0887787432688012,True,1.0,0.25,200.0,1.245,0.2450000000000001,0.08442362829572608
2022-10-10,2022-10-12,Gijon,R16,Hard,3,Thiago Monteiro,Pablo Carreno Busta,player1,other,0.1721929517112411,6.0,5.2,0.1538461538461537,0.1573033707865168,0.0148895809247242,0.0331577102674468,False,1.0,-1.0,200.0,5.9,-1.0,0.015938415096322545
2022-10-10,2022-10-13,Gijon,R16,Hard,3,Andrey Rublev,Ilya Ivashka,player1,top_10,0.8157926323449458,1.3,1.31,-0.0076335877862595,0.7291666666666667,0.086625965678279,0.0605304220484295,True,1.0,0.3,200.0,1.294,0.29400000000000004,0.05563566625435992
2022-10-10,2022-10-14,Gijon,QF,Hard,3,Andrey Rublev,Tommy Paul,player2,top_10,0.7540891214573076,1.44,1.43,0.006993006993007,0.6563245823389022,0.0977645391184053,0.0858883348985228,True,1.0,0.4399999999999999,200.0,1.4312,0.4312,0.0792523506296986
2022-10-10,2022-10-15,Gijon,SF,Hard,3,Dominic Thiem,Andrey Rublev,player2,top_10,0.3371601439101027,3.5,3.42,0.023391812865497,0.2708333333333333,0.0663268105767693,0.1800605036853596,False,1.0,-1.0,200.0,3.45,-1.0,0.1632024964898543
2022-10-17,2022-10-19,Stockholm,R16,Hard,3,Maxime Cressy,Stefanos Tsitsipas,player2,top_10,0.3528042819316989,3.75,3.83,-0.02088772845953,0.2544731610337972,0.0983311208979016,0.3230160572438708,False,1.0,-1.0,200.0,3.695,-1.0,0.30361182173762735
2022-10-17,2022-10-21,Stockholm,QF,Hard,3,Stefanos Tsitsipas,Mikael Ymer,player1,top_10,0.8507051769120788,1.25,1.24,0.0080645161290322,0.7619047619047619,0.0888004150073169,0.0633814711400985,True,1.0,0.25,200.0,1.245,0.2450000000000001,0.05912794525553822
2022-10-17,2022-10-22,Stockholm,SF,Hard,3,Holger Rune,Alex De Minaur,player1,other,0.4696396331717703,2.2,2.25,-0.0222222222222221,0.4300518134715025,0.0395878197002677,0.0332071929778947,True,1.0,1.2000000000000002,200.0,2.176,1.1760000000000002,0.021935841781772214
2022-10-17,2022-10-22,Stockholm,SF,Hard,3,Emil Ruusuvuori,Stefanos Tsitsipas,player1,top_10,0.3358377558394071,3.2,3.12,0.0256410256410257,0.2982456140350877,0.0375921418043194,0.0746808186861028,False,1.0,-1.0,200.0,3.156,-1.0,0.059903957429168875
2022-10-17,2022-10-22,Antwerp,SF,Hard,3,Felix Auger Aliassime,Richard Gasquet,player1,top_10,0.9457109712614744,1.16,1.17,-0.0085470085470085,0.8116883116883117,0.1340226595731628,0.0970247266633103,True,1.0,0.1599999999999999,200.0,1.1567999999999998,0.15679999999999983,0.09399845155527342
2022-10-17,2022-10-23,Stockholm,F,Hard,3,Stefanos Tsitsipas,Holger Rune,player2,top_10,0.7812592934484843,1.36,1.36,0.0,0.7017543859649122,0.079504907483572,0.0625126390899387,False,1.0,-1.0,200.0,1.3528000000000002,-1.0,0.05688757217710977
2022-10-24,2022-10-24,Vienna,R32,Hard,3,Taylor Fritz,Yoshihito Nishioka,player1,top_10,0.7771802691566179,1.33,1.35,-0.0148148148148148,0.7188160676532769,0.0583642015033409,0.0336497579783018,True,1.0,0.33,200.0,1.3234000000000001,0.32340000000000013,0.028520368201868207
2022-10-24,2022-10-25,Basel,R32,Hard,3,Stan Wawrinka,Casper Ruud,player2,top_10,0.3773436211129097,2.75,2.67,0.0299625468164794,0.3436754176610979,0.0336682034518118,0.0376949580605018,True,1.0,1.75,200.0,2.715,1.7149999999999999,0.024487931321549805
2022-10-24,2022-10-26,Basel,R16,Hard,3,Botic Van De Zandschulp,Carlos Alcaraz,player1,top_10,0.2791766068662463,4.5,4.53,-0.0066225165562914,0.2105263157894736,0.0686502910767726,0.2562947308981086,False,1.0,-1.0,200.0,4.43,-1.0,0.23675236841747094
2022-10-24,2022-10-26,Vienna,R32,Hard,3,Dennis Novak,Stefanos Tsitsipas,player2,top_10,0.130661892844208,8.0,7.83,0.0217113665389527,0.118942731277533,0.0117191615666749,0.0452951427536643,False,1.0,-1.0,200.0,7.859999999999999,-1.0,0.02700247775547493
2022-10-24,2022-10-26,Vienna,R16,Hard,3,Taylor Fritz,Denis Shapovalov,player1,top_10,0.6841505673909763,1.66,1.66,0.0,0.5699481865284974,0.1142023808624789,0.1356899418690206,False,1.0,-1.0,200.0,1.6467999999999998,-1.0,0.12665915437945974
2022-10-24,2022-10-27,Vienna,R16,Hard,3,Grigor Dimitrov,Andrey Rublev,player2,top_10,0.2902630102733674,4.5,4.24,0.0613207547169811,0.2105263157894736,0.0797366944838937,0.3061835462301534,True,1.0,3.5,200.0,4.43,3.4299999999999997,0.28586513551101744
2022-10-24,2022-10-27,Vienna,R16,Hard,3,Daniil Medvedev,Dominic Thiem,player2,top_10,0.9088747897284856,1.28,1.27,0.0078740157480314,0.7455268389662029,0.1633479507622828,0.1633597308524617,True,1.0,0.28,200.0,1.2744,0.2744,0.158270032029982
2022-10-24,2022-10-28,Basel,QF,Hard,3,Alexander Bublik,Felix Auger Aliassime,player1,top_10,0.308063849711826,4.0,3.77,0.0610079575596818,0.238095238095238,0.0699686116165879,0.2322553988473041,False,1.0,-1.0,200.0,3.94,-1.0,0.2137715678645944
2022-10-24,2022-10-28,Basel,QF,Hard,3,Pablo Carreno Busta,Carlos Alcaraz,player2,top_10,0.364960976550722,4.0,3.76,0.0638297872340425,0.238095238095238,0.1268657384554839,0.459843906202888,False,1.0,-1.0,200.0,3.94,-1.0,0.4379462476098448
2022-10-24,2022-10-28,Vienna,QF,Hard,3,Jannik Sinner,Daniil Medvedev,player2,top_10,0.4571152307826691,3.0,2.96,0.0135135135135135,0.3181818181818181,0.138933412600851,0.3713456923480074,False,1.0,-1.0,200.0,2.96,-1.0,0.3530610831167005
2022-10-24,2022-10-29,Basel,SF,Hard,3,Felix Auger Aliassime,Carlos Alcaraz,player2,top_10,0.4968736202477027,2.1,2.02,0.0396039603960396,0.450261780104712,0.0466118401429907,0.0434346025201758,True,1.0,1.1,200.0,2.0780000000000003,1.0780000000000003,0.032503382874726316
2022-10-24,2022-10-29,Vienna,SF,Hard,3,Grigor Dimitrov,Daniil Medvedev,player2,top_10,0.2701223335114371,5.0,5.19,-0.0366088631984586,0.1883116883116883,0.0818106451997488,0.3506116675571855,False,1.0,-1.0,200.0,4.92,-1.0,0.32900188087627047
2022-10-31,2022-10-31,Paris Masters,R64,Hard,4,Lorenzo Musetti,Marin Cilic,player1,other,0.4208563291602114,2.5,2.53,-0.0118577075098813,0.3796526054590571,0.0412037237011543,0.0521408229005285,True,1.0,1.5,200.0,2.4699999999999998,1.4699999999999998,0.03951513302572207
2022-10-31,2022-11-01,Paris Masters,R64,Hard,4,Hubert Hurkacz,Adrian Mannarino,player1,top_10,0.8724043563426277,1.22,1.22,0.0,0.7801801801801801,0.0922241761624476,0.0643333147380057,True,1.0,0.2199999999999999,200.0,1.2156,0.2156,0.06049473557009824
